X1,Z1,X3,Z3,X5,Z5,X7,Z7
2.9229740758074862e-05,3.1405060439075594e-05,-1.4368307615499976e-05,6.080252549574999e-06,-3.186640898502442e-05,-3.774714201555001e-05,-6.690588544907509e-05,-4.0111177834174696e-05
2.932971075250007e-05,3.375926643317453e-05,-1.5002546423949995e-05,6.37652881342501e-06,-3.3072846875925165e-05,-3.603117708540001e-05,-6.494423698237464e-05,-4.6154976365075234e-05
3.0172353645324798e-05,3.4855791788800626e-05,-1.2494807661750026e-05,7.4915614153250225e-06,-3.3239427235225074e-05,-3.1744985140299956e-05,-6.147535711147544e-05,-5.225430614007494e-05
3.158682424130011e-05,3.43531768943247e-05,-7.486720846424993e-06,9.071572003675039e-06,-3.228075077965024e-05,-2.5047993874875024e-05,-5.6959151047499684e-05,-5.770391140690013e-05
3.333967250464991e-05,3.2119247478024776e-05,-1.0376186880250299e-06,1.0638231816124933e-05,-3.0284833268049826e-05,-1.6385607731850033e-05,-5.206522279674981e-05,-6.20252939111999e-05
3.516561239050005e-05,2.836112659960078e-05,5.7267606493750355e-06,1.1766328998625024e-05,-2.750161251282527e-05,-6.452645946424928e-06,-4.752523751417508e-05,-6.501961174947522e-05
3.6703473395275146e-05,2.3599610990524683e-05,1.1790242657600198e-05,1.2163562759749972e-05,-2.4204949082899836e-05,3.943596879575021e-06,-4.399569644520035e-05,-6.673044974589946e-05
3.753426348124993e-05,1.8544977017225482e-05,1.6249887233449768e-05,1.1631581932400011e-05,-2.057803358807486e-05,1.4018046945324988e-05,-4.190197577552462e-05,-6.728655951229994e-05
3.737672483367506e-05,1.3989710637424616e-05,1.84902829695752e-05,1.0120621354650042e-05,-1.679978762659986e-05,2.3015933604699987e-05,-4.141030529964968e-05,-6.679585285397551e-05
3.618161736702484e-05,1.0675192081250132e-05,1.840208393457483e-05,7.803925443024967e-06,-1.3136203256599883e-05,3.0228939389225027e-05,-4.2534129597725234e-05,-6.538009922452473e-05
3.4104055455275e-05,9.148274826724367e-06,1.6396466308475025e-05,5.039513362099985e-06,-9.92893916277552e-06,3.506508598584998e-05,-4.515317196344959e-05,-6.320330080562516e-05
3.151042012602533e-05,9.695381780350926e-06,1.3276133032324956e-05,2.2771486409499907e-06,-7.610695534624595e-06,3.7065238468925025e-05,-4.895369249422604e-05,-6.046927869239995e-05
2.8815016414874845e-05,1.2227715848574933e-05,1.0016452600175065e-05,-8.148187330002561e-08,-6.659819220925043e-06,3.5951160673525044e-05,-5.34290742389993e-05,-5.742474623215022e-05
2.6173902092274572e-05,1.616130341277472e-05,7.407162689749983e-06,-1.9018210616999738e-06,-7.3962161507750215e-06,3.180122256117492e-05,-5.7959004181150006e-05,-5.431738429949968e-05
2.3462311729425395e-05,2.0567137687024957e-05,5.798856539925143e-06,-3.4425323392500316e-06,-9.882201696149919e-06,2.513714701139996e-05,-6.193097142412514e-05,-5.13170579286501e-05
2.047321823147501e-05,2.4500072224774988e-05,5.238025949774955e-06,-5.2356452819749075e-06,-1.3988639230449757e-05,1.6811501529449954e-05,-6.48776175648999e-05,-4.8472355376475134e-05
1.7021419536425008e-05,2.7220972233374646e-05,5.651619711974842e-06,-7.905398817449985e-06,-1.9397811232000402e-05,7.85149658637501e-06,-6.655339657252526e-05,-4.570832003267483e-05
1.3003212938875013e-05,2.8280644876725256e-05,6.860527285300084e-06,-1.1993921348475017e-05,-2.5603008923525024e-05,-7.122657411250035e-07,-6.688179786482496e-05,-4.2829041767325146e-05
8.491890848825057e-06,2.7526915199849872e-05,8.690288301150097e-06,-1.765946119937497e-05,-3.196973671969975e-05,-7.999732523699971e-06,-6.590840042750012e-05,-3.9601057497449946e-05
3.7289344434750064e-06,2.5025285247550107e-05,1.1032637309149693e-05,-2.4464013153100057e-05,-3.774770275992521e-05,-1.3312545385375015e-05,-6.387837007685009e-05,-3.5957221181674845e-05
-9.141164625000968e-07,2.1026676125100296e-05,1.3682787931700241e-05,-3.150661823677497e-05,-4.209888455714971e-05,-1.6131125600549884e-05,-6.127738760562489e-05,-3.214117796202496e-05
-4.868716608600037e-06,1.608418248999965e-05,1.626850870800004e-05,-3.7748584936400035e-05,-4.427665059302541e-05,-1.621680864350003e-05,-5.8696753419825234e-05,-2.8668651032050024e-05
-7.490643608549889e-06,1.104238158372529e-05,1.8341522977824952e-05,-4.2334220627549967e-05,-4.384651015130027e-05,-1.3705053224499926e-05,-5.666339008509984e-05,-2.620262370892491e-05
-8.386315391475073e-06,6.781177849449552e-06,1.9431438287200028e-05,-4.4831839224525e-05,-4.072965616620013e-05,-9.001706179150005e-06,-5.5523955288924384e-05,-2.5392647185700163e-05
-7.536228324324986e-06,3.985191979850172e-06,1.9168891859950004e-05,-4.523143183722504e-05,-3.5166691701174306e-05,-2.616830217150117e-06,-5.533850978805058e-05,-2.6697371800574925e-05
-5.23232724607527e-06,3.0179087766499767e-06,1.7490312409724823e-05,-4.372630700649269e-05,-2.771430626315012e-05,4.910158584650083e-06,-5.593783782570014e-05,-3.0337282384350133e-05
-2.020599159574532e-06,3.85072062447471e-06,1.4552228119575237e-05,-4.064450035393355e-05,-1.9115219117374523e-05,1.3092900795499962e-05,-5.7118524614074503e-05,-3.6303579345900146e-05
1.4387739080247777e-06,6.147075432425247e-06,1.0481395139124881e-05,-3.652647148640802e-05,-1.0159568210300896e-05,2.151100578554998e-05,-5.867803289355024e-05,-4.4199331520699756e-05
4.566808821050185e-06,9.45196361472507e-06,5.4357015682748606e-06,-3.2016365479820446e-05,-1.7328630334250555e-06,2.9662934677350018e-05,-6.036861159912539e-05,-5.309280752677486e-05
6.879756853324804e-06,1.3239851222150018e-05,-2.4618132474967316e-07,-2.7686552063341214e-05,5.186644293600148e-06,3.690267123597501e-05,-6.195180278652408e-05,-6.165919174170014e-05
7.929237946049852e-06,1.6886112174325195e-05,-6.117288478075123e-06,-2.3997354856113353e-05,9.722657269250513e-06,4.257313545902503e-05,-6.323340671657556e-05,-6.850037398967493e-05
7.4271300160751175e-06,1.9799586462799796e-05,-1.1719529353500149e-05,-2.1274416913963703e-05,1.127787573807458e-05,4.616578674897492e-05,-6.404586786754995e-05,-7.243889666484998e-05
5.333268061575268e-06,2.156075136947478e-05,-1.6653570328649912e-05,-1.9711832250478722e-05,9.653127229475311e-06,4.746317893324992e-05,-6.428732880194975e-05,-7.272890155740012e-05
1.8038583622249221e-06,2.1954208532625006e-05,-2.0713088379824838e-05,-1.9468251848610167e-05,5.137769716724062e-06,4.663741668477499e-05,-6.393547708987476e-05,-6.911465628377505e-05
-2.773570088025149e-06,2.1023213510475147e-05,-2.3879590507100337e-05,-2.0676511480303102e-05,-1.6532881572496952e-06,4.4116221870025034e-05,-6.293664073735074e-05,-6.174411990992495e-05
-7.788703256724882e-06,1.9028342850225134e-05,-2.611667482689973e-05,-2.330397147457829e-05,-1.0070412885324932e-05,4.033542072030003e-05,-6.118188383974921e-05,-5.1159930720274995e-05
-1.2602527148924784e-05,1.625784617372483e-05,-2.732617438197505e-05,-2.711217911012584e-05,-1.9431587973424598e-05,3.5694990600099955e-05,-5.8624279572900596e-05,-3.83556083538249e-05
-1.6694830980200272e-05,1.2931441133900122e-05,-2.7486844722300098e-05,-3.175163882525588e-05,-2.8900226272724622e-05,3.061460180915003e-05,-5.5270601072424964e-05,-2.4627755169725194e-05
-1.9649203972300043e-05,9.267490900550113e-06,-2.6646311519675035e-05,-3.679104920252502e-05,-3.755880086702551e-05,2.5495961117599948e-05,-5.113965187579939e-05,-1.1326476556424944e-05
-2.1169242573875185e-05,5.533178429425155e-06,-2.4847380243599995e-05,-4.1719237202075e-05,-4.455773088582471e-05,2.0694790504500104e-05,-4.639601755767556e-05,2.557225744249936e-07
-2.1107838824549995e-05,2.044871819424903e-06,-2.218416782600002e-05,-4.602958771634998e-05,-4.9249415951675354e-05,1.6534701481250164e-05,-4.144641675057556e-05,8.961549240675006e-06
-1.9331402107350057e-05,-7.928827723251847e-07,-1.8844717402775055e-05,-4.931274104855003e-05,-5.1381083705374746e-05,1.323918066949972e-05,-3.687552126709938e-05,1.3912655294124883e-05
-1.5687360000149822e-05,-2.539334198949951e-06,-1.5048647370299872e-05,-5.1329386184399966e-05,-5.1177570041424994e-05,1.085840905980023e-05,-3.3372105854625675e-05,1.4601384622250219e-05
-1.0250939094199815e-05,-2.923938234450363e-06,-1.1063971705199986e-05,-5.213016474892501e-05,-4.91315393217253e-05,9.352640857849875e-06,-3.1596604887549826e-05,1.0931043956749964e-05
-3.512414808600449e-06,-1.992141044949731e-06,-7.267384167250132e-06,-5.209003205197498e-05,-4.575851471830001e-05,8.687565898199889e-06,-3.195406170479996e-05,3.2703051580499666e-06
3.640847078000258e-06,-1.0312128512516769e-07,-4.075728423749789e-06,-5.174415241757503e-05,-4.153783393857479e-05,8.816064446575062e-06,-3.4507137194874846e-05,-7.592380891549913e-06
1.0086561976299993e-05,2.170848069700526e-06,-1.9294311075748923e-06,-5.163528267912497e-05,-3.6903503942000565e-05,9.670808352825033e-06,-3.900500345519961e-05,-2.0583686770200187e-05
1.4814978872124997e-05,4.254197925174924e-06,-1.316222963700141e-06,-5.223530562207504e-05,-3.225081101472429e-05,1.1164533481575027e-05,-4.4861447267374385e-05,-3.446558292187485e-05
1.7276813366049956e-05,5.771799762674824e-06,-2.6185683846750678e-06,-5.3839818354424994e-05,-2.7970612234524787e-05,1.3159517255725015e-05,-5.127464036505051e-05,-4.8055034135725035e-05
1.744599452212529e-05,6.567384773975126e-06,-5.9646736628000355e-06,-5.653100577369995e-05,-2.43811499483753e-05,1.5503377475824948e-05,-5.75024296617507e-05,-6.048807604315011e-05
1.5694411051024506e-05,6.6115058105498115e-06,-1.1206198273474828e-05,-6.020660026642504e-05,-2.1610234231275033e-05,1.8087004041350118e-05,-6.300089161795017e-05,-7.127303390605001e-05
1.2701248330350152e-05,5.962897652449749e-06,-1.791459815875013e-05,-6.457150952569998e-05,-1.962221412272515e-05,2.078622596947497e-05,-6.744384677044926e-05,-8.018030642152499e-05
9.305760881050257e-06,4.730349459850045e-06,-2.5422642855500157e-05,-6.918239804020007e-05,-1.8323021178374803e-05,2.337251683327498e-05,-7.070050836952523e-05,-8.710892401327499e-05
6.235169358599461e-06,2.9918426840002017e-06,-3.2924909718974995e-05,-7.363405217147498e-05,-1.7583563733850234e-05,2.552865848567498e-05,-7.270954435954942e-05,-9.195024553039998e-05
3.8867193104252795e-06,7.689880056997722e-07,-3.958396653612494e-05,-7.775444652015004e-05,-1.7293941120100076e-05,2.686855202994995e-05,-7.338780275080014e-05,-9.455629554352496e-05
2.2425996580250143e-06,-1.932214791224799e-06,-4.46703520259749e-05,-8.16319800748999e-05,-1.7501229202424896e-05,2.6914533306175107e-05,-7.267929886714975e-05,-9.484644226815005e-05
9.591998130749693e-07,-5.038632222099937e-06,-4.774645260052497e-05,-8.545718341272505e-05,-1.84635830658246e-05,2.516298136967499e-05,-7.061861815347605e-05,-9.29051100872439e-05
-3.664047823750613e-07,-8.321969465624902e-06,-4.877446430315009e-05,-8.925342935570016e-05,-2.0590718880125584e-05,2.1248629427625008e-05,-6.734454378752499e-05,-8.89917243891745e-05
-1.980243556024691e-06,-1.1430444966400305e-05,-4.808329883329988e-05,-9.267993587959975e-05,-2.42736164195248e-05,1.5134973553249933e-05,-6.314125729099933e-05,-8.353476549522861e-05
-3.910292691625041e-06,-1.404458417332468e-05,-4.629084360880005e-05,-9.511657546505009e-05,-2.9645682854200286e-05,7.215048445549958e-06,-5.844405660384959e-05,-7.709555043715e-05
-5.943245792124942e-06,-1.597972663345019e-05,-4.4173957492174955e-05,-9.593877221845005e-05,-3.6501835397874556e-05,-1.8286898310500808e-06,-5.3681879820625944e-05,-7.021657751103107e-05
-7.6275045487249164e-06,-1.7140189910599957e-05,-4.24453196549001e-05,-9.472937991252483e-05,-4.4378102145325483e-05,-1.1292302360074898e-05,-4.914442668789952e-05,-6.331044675005046e-05
-8.43851092729997e-06,-1.7472589281974926e-05,-4.1566935753700046e-05,-9.134930973035021e-05,-5.2585979410599455e-05,-2.055895401117491e-05,-4.505391280605099e-05,-5.673168705424642e-05
-8.08170572282529e-06,-1.7021320663775357e-05,-4.165154431114994e-05,-8.591582386555021e-05,-6.020860478852478e-05,-2.9003025223174996e-05,-4.165764519897461e-05,-5.0862970146200016e-05
-6.676755570549867e-06,-1.5982960216474797e-05,-4.244384427307493e-05,-7.875404745264977e-05,-6.62313845968248e-05,-3.592096585674988e-05,-3.9195268007249755e-05,-4.609326653087499e-05
-4.702933131075105e-06,-1.4713395501274925e-05,-4.343471851850009e-05,-7.035868665905033e-05,-6.982627040450027e-05,-4.0646683621625105e-05,-3.780885548704954e-05,-4.27446519549e-05
-2.754369303224931e-06,-1.3652100471624792e-05,-4.4029986241549916e-05,-6.134565445459986e-05,-7.06160718518499e-05,-4.2764995468400025e-05,-3.742967876097479e-05,-4.0960618249425004e-05
-1.2405744842999833e-06,-1.3138993629500072e-05,-4.3667533976800006e-05,-5.237283283399986e-05,-6.880585747372561e-05,-4.228648425597505e-05,-3.7684888087700236e-05,-4.057772279074997e-05
-2.81712725250325e-07,-1.3303906545150245e-05,-4.190397212805008e-05,-4.406099895947488e-05,-6.508633062959988e-05,-3.964575212227488e-05,-3.7932669712049776e-05,-4.106670380249998e-05
1.5084896482506563e-07,-1.4135969688924832e-05,-3.848660192402496e-05,-3.6956241133775155e-05,-6.0318939369724545e-05,-3.54916142238002e-05,-3.739130592175007e-05,-4.155811638512498e-05
7.26050835499377e-08,-1.5598572279900032e-05,-3.340066349487498e-05,-3.15120454153499e-05,-5.529158704645036e-05,-3.0477339708049776e-05,-3.524136221365066e-05,-4.091322728839997e-05
-5.380423216995445e-07,-1.766948465270002e-05,-2.6848393433074962e-05,-2.803141685127483e-05,-5.0648892424274596e-05,-2.5171157144025054e-05,-3.0777807463024456e-05,-3.792994542032506e-05
-1.6600151418752832e-06,-2.030082171979985e-05,-1.911283381767501e-05,-2.657044781292483e-05,-4.684069487682473e-05,-2.001489939615006e-05,-2.3746244400125842e-05,-3.1798529249425084e-05
-3.1448250688999833e-06,-2.334576716020052e-05,-1.0456459077525068e-05,-2.6895363537300394e-05,-4.4075382608850175e-05,-1.5296015273549932e-05,-1.4619415082224238e-05,-2.2546053568024932e-05
-4.708187855799895e-06,-2.6525884581300035e-05,-1.1458422303749368e-06,-2.8560877031824725e-05,-4.2318527574275455e-05,-1.1134876332275292e-05,-4.486704432199798e-06,-1.1100838557750038e-05
-6.032128479524761e-06,-2.9475561219799527e-05,8.531731280874983e-06,-3.108023119569991e-05,-4.132820958237422e-05,-7.4980286207749006e-06,5.301883629274008e-06,9.836450319499184e-07
-6.905598213975076e-06,-3.1828585620575275e-05,1.8191664187249988e-05,-3.414093832347512e-05,-4.074514908320066e-05,-4.267102075000001e-06,1.3522411086900818e-05,1.1994849865475067e-05
-7.291991268175164e-06,-3.329674270224946e-05,2.7214851091850005e-05,-3.7744613256175154e-05,-4.020634834867552e-05,-1.3585820592999787e-06,1.9416497252349937e-05,2.0574198176000007e-05
-7.281718155099665e-06,-3.370778941805047e-05,3.4789190307899995e-05,-4.2107210662049865e-05,-3.940812593274893e-05,1.1672736727750318e-06,2.2757697015949284e-05,2.5979557545575006e-05
-6.95606993395036e-06,-3.300800046387477e-05,4.005745465312496e-05,-4.736192220325007e-05,-3.813181649252491e-05,3.0966493893501944e-06,2.3694998393325797e-05,2.8056673964049978e-05
-6.270319117149866e-06,-3.1260303046399575e-05,4.228800983242505e-05,-5.326888381615002e-05,-3.629727710437614e-05,4.176645070499887e-06,2.2690291296349578e-05,2.713782448585003e-05
-5.064955544900086e-06,-2.862606396217618e-05,4.1130908807025086e-05,-5.912356016924986e-05,-3.400396457332432e-05,4.272521246000182e-06,2.0453489936499494e-05,2.3873945116824964e-05
-3.1757067778751674e-06,-2.5298553513649832e-05,3.6741722583374936e-05,-6.39709730171252e-05,-3.148071537287505e-05,3.4558889953999455e-06,1.7719045626501083e-05,1.8992223472150084e-05
-5.204068818246213e-07,-2.1410624047799032e-05,2.963764228719999e-05,-6.70434773037752e-05,-2.896723886760058e-05,1.96933859954976e-06,1.5049292380274991e-05,1.31329139865999e-05
2.9237436920499446e-06,-1.6970363998150897e-05,2.048584707387501e-05,-6.811702780729978e-05,-2.657883175217427e-05,1.0359668320002353e-07,1.2754050266999134e-05,6.815079161874994e-06
7.155175187624832e-06,-1.1900353516300019e-05,9.989580292850083e-06,-6.752521899540008e-05,-2.4208350948550124e-05,-1.8927011629999227e-06,1.0917690752525536e-05,5.144977346750517e-07
1.2068827433975131e-05,-6.200216815824451e-06,-1.1209875682500125e-06,-6.589159096019983e-05,-2.15633387232253e-05,-3.7983419041000364e-06,9.581799390874501e-06,-5.184126412274999e-06
1.7347944613924863e-05,-9.927292150043593e-08,-1.2034093485900079e-05,-6.380446716939972e-05,-1.838258098342451e-05,-5.412917578200048e-06,8.926100742074651e-06,-9.534723294224977e-06
2.2435490020599955e-05,5.910353735425096e-06,-2.1804134936175023e-05,-6.159012459595013e-05,-1.4685198000324862e-05,-6.627947895899945e-06,9.194771527849983e-06,-1.1833488832574944e-05
2.6670851372375282e-05,1.1164321986350048e-05,-2.9370082567049902e-05,-5.923359258237521e-05,-1.0839627320225614e-05,-7.472131123400019e-06,1.0467618821675441e-05,-1.1760121143100091e-05
